                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 0.7349,                  0.899,                 1.0251,                0.94967,                0.95403,                0.98144,                0.78584,                 0.7823,                0.60111,                 1.0815,             0.00020314,             0.00020314,             0.00020314
                     64,                0.70222,                0.89117,                0.99511,                0.92602,                0.95225,                0.97758,                0.78081,                0.78912,                0.60597,                  1.072,             0.00019793,             0.00019793,             0.00019793
                     65,                0.77021,                0.88742,                 1.0435,                0.95119,                0.93292,                0.97625,                0.79095,                0.77953,                0.59571,                 1.0613,             0.00019273,             0.00019273,             0.00019273
                     66,                 0.7651,                0.99026,                 1.0432,                0.94479,                0.94155,                0.97753,                0.79408,                0.76178,                0.58549,                 1.0631,             0.00018752,             0.00018752,             0.00018752
                     67,                0.78508,                0.88407,                 1.0495,                0.93906,                0.96589,                0.97539,                0.79856,                0.75127,                0.55836,                 1.0774,             0.00018231,             0.00018231,             0.00018231
                     68,                0.68072,                0.82724,                0.99935,                0.93627,                0.97847,                0.97872,                 0.7984,                 0.7564,                  0.546,                 1.0847,              0.0001771,              0.0001771,              0.0001771
                     69,                0.84634,                0.95784,                 1.1083,                0.93205,                0.97836,                0.97704,                0.80342,                0.74884,                0.54788,                 1.0791,              0.0001719,              0.0001719,              0.0001719
                     70,                0.75762,                0.89507,                 1.0267,                0.92018,                0.97568,                0.97912,                0.80523,                0.74134,                0.56677,                 1.0698,             0.00016669,             0.00016669,             0.00016669
                     71,                0.73155,                0.88389,                 1.0064,                0.90526,                0.97457,                0.97875,                0.80443,                0.73805,                0.58262,                 1.0663,             0.00016148,             0.00016148,             0.00016148
                     72,                0.71761,                0.89375,                  1.021,                0.93079,                0.95344,                0.97715,                0.80765,                0.73386,                0.58646,                  1.067,             0.00015627,             0.00015627,             0.00015627
                     73,                0.77215,                0.89453,                 1.0671,                 0.9444,                0.96374,                0.97669,                0.80782,                0.73821,                0.57886,                 1.0698,             0.00015107,             0.00015107,             0.00015107
                     74,                 0.7318,                0.89659,                 1.0289,                0.95139,                0.95517,                0.97605,                0.80786,                0.74328,                0.57184,                 1.0711,             0.00014586,             0.00014586,             0.00014586
                     75,                0.70347,                 0.8794,                 1.0175,                0.94929,                0.95539,                0.97454,                0.79847,                0.74579,                0.56208,                 1.0798,             0.00014065,             0.00014065,             0.00014065
                     76,                0.78202,                0.90254,                 1.0645,                0.95093,                0.95652,                  0.974,                0.80107,                0.74338,                0.55863,                 1.0876,             0.00013544,             0.00013544,             0.00013544
                     77,                0.74674,                 0.8101,                 1.0288,                0.96281,                0.95338,                0.97365,                0.79234,                0.73907,                0.55372,                 1.0887,             0.00013024,             0.00013024,             0.00013024
                     78,                0.78436,                0.91095,                 1.0877,                0.95121,                0.95959,                0.97468,                0.79406,                0.74069,                0.54699,                 1.0914,             0.00012503,             0.00012503,             0.00012503
                     79,                 0.7177,                0.79821,                 1.0519,                0.95509,                0.96134,                0.97468,                0.79629,                0.73629,                 0.5447,                 1.0877,             0.00011982,             0.00011982,             0.00011982
                     80,                0.75528,                0.84993,                 1.0315,                0.95333,                0.96344,                0.97484,                0.79583,                0.73808,                0.54342,                 1.0803,             0.00011462,             0.00011462,             0.00011462
                     81,                0.71853,                0.84332,                 1.0119,                0.95605,                0.96656,                0.98583,                0.80196,                0.74441,                0.54864,                 1.0696,             0.00010941,             0.00010941,             0.00010941
                     82,                0.73338,                0.84428,                  1.015,                0.94244,                0.97074,                0.98571,                0.80127,                0.75336,                0.55704,                 1.0661,              0.0001042,              0.0001042,              0.0001042
                     83,                0.67143,                0.82708,                0.99145,                0.94397,                0.96777,                0.98571,                0.79787,                0.75632,                0.54729,                 1.0706,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     84,                0.70044,                0.82882,                 0.9973,                0.94543,                0.97171,                0.98457,                0.79886,                0.75171,                 0.5372,                 1.0712,             9.3786e-05,             9.3786e-05,             9.3786e-05
                     85,                0.75472,                0.83837,                 1.0623,                0.94792,                0.96981,                0.98389,                0.80276,                0.75117,                0.53153,                 1.0748,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     86,                0.69716,                0.83832,                 1.0154,                0.95018,                0.97103,                0.98395,                0.80188,                0.75154,                0.53088,                 1.0729,             8.3371e-05,             8.3371e-05,             8.3371e-05
                     87,                 0.6922,                0.79818,                 1.0097,                0.94386,                0.97504,                0.98398,                0.80167,                0.74847,                0.52821,                 1.0717,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     88,                0.76975,                0.83508,                 1.0849,                0.94055,                0.97047,                0.98209,                0.80166,                0.74768,                0.52818,                 1.0736,             7.2956e-05,             7.2956e-05,             7.2956e-05
                     89,                0.67374,                0.80214,                 0.9717,                0.94614,                0.96946,                0.98202,                0.79932,                0.74721,                0.52983,                 1.0735,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     90,                0.70918,                0.84594,                 1.0361,                0.93884,                0.97299,                0.97141,                0.79671,                0.74549,                0.52712,                 1.0762,             6.2541e-05,             6.2541e-05,             6.2541e-05
